ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-c67fd7,A-d3c88e,6/28/2024,6/30/2024 5:00,53,urgent,30,,FALSE
T-2521f4,A-812c5b,8/28/2024,8/28/2024 14:00,14,urgent,13,,FALSE
T-2066b3,A-80eeb6,5/19/2023,5/21/2023 2:00,50,urgent,87,3,TRUE
T-47940c,A-a865bd,11/22/2024,11/23/2024 18:00,42,medium,34,3,FALSE
T-c17382,A-9f0b68,5/10/2024,5/10/2024 4:00,4,urgent,89,3,FALSE
T-574fcf,A-09540c,3/25/2023,3/26/2023 3:00,27,medium,106,5,FALSE
T-baea58,A-6e08f3,8/22/2024,8/23/2024 23:00,47,low,152,4,FALSE
T-136b9e,A-e4144b,5/6/2023,5/8/2023 6:00,54,high,164,,FALSE
T-14733a,A-0b0d6d,5/6/2023,5/6/2023 16:00,16,high,155,5,TRUE
T-2fc301,A-7c4956,6/10/2024,6/10/2024 11:00,11,high,102,4,FALSE
T-5f7300,A-54d94a,7/25/2024,7/27/2024 11:00,59,medium,117,,FALSE
T-d84002,A-1619f8,2/16/2023,2/18/2023 11:00,59,low,2,5,FALSE
T-d85104,A-f9cc74,6/18/2024,6/18/2024 23:00,23,low,151,5,FALSE
T-b6eb59,A-0532a9,9/7/2024,9/7/2024 17:00,17,medium,4,,FALSE
T-6c4112,A-bece89,2/27/2024,2/28/2024 20:00,44,urgent,56,,FALSE
T-da4869,A-342303,9/11/2023,9/11/2023 12:00,12,medium,79,5,FALSE
T-81b73d,A-ccc747,1/28/2023,1/30/2023 13:00,61,medium,9,,FALSE
T-a6e8f4,A-751c58,2/16/2024,2/18/2024 20:00,68,low,172,4,FALSE
T-6b989d,A-328bd0,9/6/2024,9/8/2024 17:00,65,high,49,,FALSE
T-2694cc,A-2ebb4b,7/3/2023,7/5/2023 3:00,51,high,124,3,FALSE
T-60bb06,A-417d2f,11/20/2024,11/22/2024 8:00,56,low,144,,FALSE
T-e733d2,A-c1dfe1,5/9/2023,5/11/2023 5:00,53,low,133,,FALSE
T-1103cb,A-40906c,8/1/2024,8/1/2024 5:00,5,low,113,5,FALSE
T-7a5dca,A-d792a6,11/2/2023,11/4/2023 19:00,67,high,28,,FALSE
T-9b4be2,A-1b7577,4/8/2024,4/9/2024 18:00,42,low,112,5,FALSE
T-4d5634,A-13466a,11/4/2024,11/6/2024 23:00,71,medium,76,3,TRUE
T-06d051,A-cc1d8d,1/24/2024,1/24/2024 1:00,1,medium,94,,FALSE
T-f62fdf,A-854864,2/24/2023,2/24/2023 12:00,12,high,23,4,FALSE
T-f255e4,A-40a557,1/8/2023,1/9/2023 5:00,29,medium,146,3,FALSE
T-fad580,A-410e86,12/4/2023,12/6/2023 9:00,57,low,103,3,FALSE
T-1dd5b9,A-1b7577,8/8/2023,8/8/2023 2:00,2,high,74,,FALSE
T-7d4d61,A-4f18f0,6/11/2024,6/13/2024 23:00,71,urgent,75,5,FALSE
T-659542,A-443f6f,3/18/2024,3/18/2024 13:00,13,low,167,4,FALSE
T-742d41,A-149a69,9/27/2024,9/27/2024 9:00,9,medium,63,5,FALSE
T-b72962,A-410e86,4/25/2024,4/27/2024 13:00,61,medium,128,,FALSE
T-fb779c,A-5b1bcd,4/9/2024,4/11/2024 19:00,67,urgent,89,4,FALSE
T-b43d8e,A-3cc791,12/9/2024,12/9/2024 20:00,20,low,84,,FALSE
T-204881,A-671f31,7/24/2024,7/25/2024 4:00,28,urgent,80,5,FALSE
T-3d5a91,A-bb1eaa,9/12/2024,9/12/2024 6:00,6,urgent,78,5,FALSE
T-3aa7e7,A-69b156,2/28/2024,2/29/2024 9:00,33,low,96,,FALSE
T-c195e0,A-075038,10/15/2024,10/16/2024 13:00,37,high,4,3,FALSE
T-7dc53f,A-8b25f2,2/4/2024,2/4/2024 19:00,19,low,86,3,FALSE
T-1b9c71,A-f03140,2/11/2023,2/13/2023 4:00,52,high,79,,FALSE
T-921d17,A-eb2fdc,5/23/2023,5/24/2023 0:00,24,low,50,4,FALSE
T-16a224,A-4437e4,7/5/2024,7/6/2024 13:00,37,medium,134,,FALSE
T-95e4a6,A-4a4c2d,11/15/2024,11/16/2024 20:00,44,high,128,5,FALSE
T-c014ff,A-40de06,3/21/2023,3/23/2023 2:00,50,low,68,,FALSE
T-ca352f,A-22d9d2,4/24/2024,4/25/2024 7:00,31,high,140,4,FALSE
T-83656f,A-117171,12/19/2023,12/20/2023 10:00,34,low,33,4,FALSE
T-863c07,A-34d880,4/7/2023,4/8/2023 18:00,42,urgent,12,3,FALSE
T-aeb97e,A-922109,5/15/2023,5/15/2023 1:00,1,medium,151,,FALSE
T-56fa73,A-2e3bad,5/3/2023,5/5/2023 23:00,71,low,49,4,FALSE
T-519f79,A-702032,7/9/2024,7/9/2024 13:00,13,low,176,3,FALSE
T-5b3664,A-751c58,8/5/2024,8/5/2024 8:00,8,low,60,,FALSE
T-db5a57,A-66224b,10/17/2024,10/18/2024 22:00,46,high,43,5,FALSE
T-b52bf0,A-855a48,11/3/2023,11/4/2023 10:00,34,high,157,4,FALSE
T-3b9875,A-4a267b,5/9/2024,5/11/2024 4:00,52,urgent,168,,FALSE
T-ba77b3,A-bc87bc,10/31/2023,11/1/2023 0:00,24,high,136,,FALSE
T-762c9d,A-86902e,5/11/2024,5/12/2024 7:00,31,high,118,,FALSE
T-4b2bf5,A-e7a1e2,3/31/2024,4/1/2024 21:00,45,low,37,4,FALSE
T-49e4f6,A-a45270,10/22/2024,10/24/2024 9:00,57,high,46,4,FALSE
T-5bca42,A-0532a9,2/11/2023,2/11/2023 18:00,18,low,62,,FALSE
T-a2a84a,A-d792a6,3/30/2023,3/31/2023 21:00,45,medium,36,4,FALSE
T-53a3f9,A-2e4581,12/10/2024,12/10/2024 19:00,19,high,118,,FALSE
T-dc9ef3,A-139c3b,6/21/2023,6/23/2023 16:00,64,urgent,63,,FALSE
T-3830ca,A-5c9849,1/31/2024,2/2/2024 1:00,49,urgent,7,,FALSE
T-c18da8,A-7f6b86,7/19/2024,7/19/2024 2:00,2,high,91,,FALSE
T-4630ac,A-67be94,7/20/2023,7/21/2023 9:00,33,urgent,47,,FALSE
T-d65b5b,A-328bd0,3/6/2024,3/7/2024 23:00,47,medium,103,3,FALSE
T-539103,A-65a46c,6/19/2023,6/21/2023 20:00,68,urgent,134,3,FALSE
T-2b8a81,A-9affe6,7/5/2023,7/7/2023 2:00,50,urgent,12,3,FALSE
T-8416bb,A-9affe6,2/20/2024,2/22/2024 12:00,60,high,165,,FALSE
T-42efc2,A-2e3bad,1/8/2024,1/8/2024 23:00,23,high,159,,FALSE
T-0171b1,A-4a4c2d,5/9/2024,5/11/2024 6:00,54,high,153,4,FALSE
T-93c07c,A-17939a,8/1/2024,8/1/2024 8:00,8,low,152,4,FALSE
T-6ba61d,A-484819,8/15/2024,8/17/2024 18:00,66,high,165,,FALSE
T-d466fd,A-65c341,5/6/2024,5/6/2024 2:00,2,high,122,,FALSE
T-04c2d4,A-0dbdc6,8/15/2023,8/16/2023 13:00,37,low,86,,FALSE
T-a6af13,A-84ebe4,12/2/2024,12/3/2024 11:00,35,low,149,,FALSE
T-aacbf9,A-7920cc,10/17/2023,10/18/2023 19:00,43,medium,160,,FALSE
T-ede109,A-de24d5,1/31/2023,2/2/2023 21:00,69,medium,165,,FALSE
T-578a17,A-5790f4,2/21/2024,2/24/2024 0:00,72,low,133,,TRUE
T-10521d,A-8ae3fc,2/20/2024,2/21/2024 4:00,28,urgent,110,3,FALSE
T-6816fd,A-d4ac0e,10/23/2024,10/23/2024 16:00,16,medium,28,3,FALSE
T-5d5c80,A-684255,4/12/2024,4/12/2024 10:00,10,urgent,153,4,FALSE
T-454c29,A-c43359,3/14/2023,3/15/2023 22:00,46,urgent,176,,FALSE
T-6bfc83,A-bc87bc,12/26/2023,12/28/2023 1:00,49,urgent,59,4,FALSE
T-74476f,A-bb3bd4,5/22/2023,5/24/2023 5:00,53,low,145,,FALSE
T-a89311,A-44dc83,11/7/2023,11/9/2023 17:00,65,urgent,93,4,FALSE
T-b9e950,A-bd4708,10/12/2023,10/12/2023 11:00,11,low,151,4,FALSE
T-c4a1cf,A-1e1b80,5/16/2024,5/17/2024 19:00,43,urgent,59,3,FALSE
T-5b26fc,A-fd9422,3/30/2024,3/31/2024 6:00,30,medium,47,3,FALSE
T-82577a,A-56962b,2/19/2024,2/19/2024 13:00,13,low,117,,FALSE
T-116765,A-c4ea60,5/23/2024,5/23/2024 20:00,20,urgent,65,4,FALSE
T-2ac4b6,A-779e4e,7/9/2023,7/9/2023 22:00,22,low,36,3,FALSE
T-bdc16a,A-9077b0,3/1/2023,3/3/2023 3:00,51,high,53,5,FALSE
T-d03843,A-883b7d,1/25/2024,1/25/2024 18:00,18,urgent,14,,FALSE
T-17f85e,A-bece89,2/24/2024,2/25/2024 11:00,35,urgent,133,3,FALSE
T-ce4793,A-40906c,11/1/2024,11/3/2024 18:00,66,urgent,60,4,FALSE
T-c7e31c,A-3cc791,7/9/2024,7/11/2024 6:00,54,high,179,,FALSE
T-d3800a,A-5a3eb9,7/4/2023,7/5/2023 3:00,27,urgent,49,,FALSE
T-50cda9,A-700ade,3/1/2024,3/1/2024 17:00,17,urgent,117,5,FALSE
T-ee1ef3,A-b11cd0,10/8/2024,10/10/2024 18:00,66,medium,141,3,FALSE
T-0aca85,A-8bde0c,7/8/2024,7/8/2024 13:00,13,medium,153,4,FALSE
T-22968c,A-0cc442,5/23/2023,5/24/2023 7:00,31,low,21,,FALSE
T-f0ac4b,A-4437e4,1/17/2024,1/19/2024 8:00,56,high,15,3,TRUE
T-f660fd,A-526d93,2/21/2024,2/23/2024 15:00,63,urgent,161,,FALSE
T-772188,A-fda07f,8/3/2024,8/3/2024 10:00,10,urgent,68,5,FALSE
T-b181e3,A-65c341,10/26/2023,10/28/2023 21:00,69,urgent,25,,FALSE
T-d01651,A-7988d1,11/28/2023,11/30/2023 4:00,52,urgent,61,5,FALSE
T-2422ea,A-526d93,4/14/2024,4/16/2024 15:00,63,high,49,4,FALSE
T-7929a5,A-c16b88,4/9/2024,4/11/2024 8:00,56,high,158,3,FALSE
T-34db33,A-625d0b,11/19/2024,11/21/2024 5:00,53,medium,21,,FALSE
T-e58f06,A-7f4db3,6/8/2024,6/9/2024 5:00,29,high,155,3,TRUE
T-5ed6b6,A-d42431,9/28/2023,9/28/2023 10:00,10,urgent,176,,FALSE
T-e9516d,A-1986ca,4/3/2023,4/4/2023 0:00,24,urgent,107,,FALSE
T-0016ab,A-560d27,3/30/2023,4/1/2023 19:00,67,medium,58,3,FALSE
T-f4724a,A-068fc6,9/21/2023,9/22/2023 22:00,46,urgent,104,4,FALSE
T-9b56ac,A-69b156,8/20/2024,8/20/2024 22:00,22,medium,156,3,FALSE
T-699684,A-c42f1f,1/30/2024,2/1/2024 9:00,57,medium,140,4,FALSE
T-cd31c2,A-0651a4,7/21/2023,7/22/2023 23:00,47,high,9,,FALSE
T-133e5c,A-17939a,8/16/2023,8/18/2023 23:00,71,urgent,85,4,FALSE
T-afb7aa,A-f45426,5/2/2023,5/2/2023 2:00,2,urgent,25,,FALSE
T-b91fc6,A-d922bf,9/1/2023,9/4/2023 0:00,72,high,175,4,FALSE
T-cbdb70,A-f1f639,11/12/2023,11/12/2023 15:00,15,medium,167,,FALSE
T-87b6c4,A-716841,7/1/2023,7/2/2023 13:00,37,medium,119,,FALSE
T-d9e61f,A-b54c01,5/20/2023,5/22/2023 7:00,55,low,48,,FALSE
T-5b0a56,A-78f02b,7/24/2024,7/26/2024 20:00,68,medium,42,,FALSE
T-e7c6b3,A-51ec1b,11/28/2023,11/29/2023 4:00,28,medium,171,5,FALSE
T-016258,A-ed510f,6/15/2023,6/17/2023 3:00,51,low,48,,FALSE
T-7935c3,A-d4e0d4,11/30/2023,12/2/2023 8:00,56,low,114,5,FALSE
T-f7a0c0,A-544d0a,4/19/2024,4/21/2024 2:00,50,urgent,35,3,TRUE
T-288bdf,A-038089,12/21/2023,12/22/2023 15:00,39,high,102,5,FALSE
T-ccab6b,A-adc1f3,1/23/2023,1/25/2023 22:00,70,high,129,,FALSE
T-a3d4db,A-0aaf6e,2/9/2023,2/9/2023 12:00,12,medium,38,,FALSE
T-61605e,A-671f31,5/30/2023,5/31/2023 1:00,25,medium,68,4,FALSE
T-63500c,A-bc4d48,9/6/2023,9/8/2023 15:00,63,high,4,3,FALSE
T-0ae05a,A-7cfe77,4/14/2023,4/14/2023 1:00,1,medium,38,,FALSE
T-6a8698,A-117171,9/14/2023,9/14/2023 13:00,13,medium,59,3,FALSE
T-00b930,A-bbe56f,10/9/2024,10/9/2024 23:00,23,high,179,4,FALSE
T-a289f8,A-2446e3,5/9/2024,5/12/2024 0:00,72,medium,55,5,FALSE
T-65b231,A-a6d261,9/11/2023,9/13/2023 14:00,62,low,137,5,TRUE
T-4f5aab,A-186a44,6/8/2024,6/8/2024 19:00,19,high,35,4,FALSE
T-67eb6f,A-712f1c,8/9/2024,8/11/2024 3:00,51,urgent,46,,FALSE
T-87a53c,A-2d4502,3/25/2023,3/25/2023 13:00,13,medium,45,,FALSE
T-1c81a5,A-1f7acb,4/18/2023,4/19/2023 18:00,42,high,40,5,FALSE
T-de8424,A-f1f639,12/29/2023,12/29/2023 3:00,3,low,19,,FALSE
T-ec6d18,A-4e0e85,9/30/2024,10/2/2024 8:00,56,high,110,5,FALSE
T-699941,A-7d514c,3/28/2024,3/29/2024 19:00,43,urgent,23,,FALSE
T-1e5e13,A-249769,7/24/2024,7/24/2024 16:00,16,high,180,3,FALSE
T-687ec1,A-0dbdc6,10/10/2024,10/12/2024 12:00,60,high,65,5,FALSE
T-88702a,A-50f3f7,1/6/2023,1/6/2023 16:00,16,high,13,,FALSE
T-3196fb,A-dfbd31,10/25/2024,10/25/2024 18:00,18,high,68,,FALSE
T-4e7b8f,A-e51ec7,6/8/2023,6/10/2023 3:00,51,medium,94,,FALSE
T-0652b3,A-cbbe12,9/18/2024,9/18/2024 23:00,23,urgent,53,5,FALSE
T-c50b96,A-149a69,3/2/2023,3/3/2023 7:00,31,urgent,141,,FALSE
T-220f5a,A-7c5768,4/11/2024,4/13/2024 14:00,62,urgent,61,,FALSE
T-399dc3,A-462d45,12/15/2024,12/16/2024 5:00,29,medium,127,,FALSE
T-73a01a,A-2789e3,12/22/2024,12/23/2024 9:00,33,medium,140,,FALSE
T-f07874,A-cb5333,9/6/2023,9/6/2023 20:00,20,urgent,89,,FALSE
T-d8b95c,A-82861f,3/29/2024,3/29/2024 6:00,6,urgent,5,4,FALSE
T-88d958,A-4c6f11,6/18/2023,6/20/2023 12:00,60,urgent,2,3,FALSE
T-fa61ed,A-5c046d,3/8/2024,3/8/2024 13:00,13,low,128,3,FALSE
T-0b025f,A-c37cab,2/15/2024,2/16/2024 3:00,27,high,87,5,FALSE
T-8ab508,A-0f7d77,7/27/2023,7/27/2023 13:00,13,high,82,,FALSE
T-be7c14,A-34ea2f,10/9/2024,10/10/2024 1:00,25,low,77,,FALSE
T-217098,A-2d1036,6/17/2024,6/19/2024 2:00,50,low,8,5,FALSE
T-80157c,A-6f50ae,11/2/2024,11/4/2024 1:00,49,urgent,46,,FALSE
T-67c060,A-883b7d,10/22/2024,10/23/2024 19:00,43,low,72,3,FALSE
T-d3b3e1,A-de24d5,3/13/2023,3/13/2023 9:00,9,medium,152,,FALSE
T-c79d58,A-463db0,12/24/2024,12/26/2024 1:00,49,medium,32,4,FALSE
T-4f391f,A-86fc1d,4/15/2024,4/15/2024 9:00,9,high,59,,FALSE
T-fa6044,A-f1f639,9/26/2023,9/26/2023 19:00,19,high,124,5,FALSE
T-617256,A-6843f2,12/25/2023,12/25/2023 12:00,12,medium,134,3,FALSE
T-81da6c,A-337bc1,11/21/2024,11/22/2024 13:00,37,high,78,3,FALSE
T-637137,A-2b9d3e,8/28/2023,8/29/2023 9:00,33,high,68,,FALSE
T-837699,A-751bd4,2/22/2024,2/22/2024 21:00,21,urgent,174,5,TRUE
T-2748bc,A-0e966d,1/16/2024,1/18/2024 13:00,61,high,73,,FALSE
T-538074,A-6a4e2d,4/20/2024,4/20/2024 22:00,22,low,156,4,FALSE
T-7480c9,A-4f18f0,1/5/2023,1/6/2023 7:00,31,low,39,,FALSE
T-0d0fed,A-ff79f2,12/30/2023,12/31/2023 13:00,37,medium,29,,FALSE
T-a64b83,A-f97b9a,4/19/2023,4/19/2023 2:00,2,urgent,121,4,FALSE
T-563a64,A-b9f5b1,8/20/2023,8/21/2023 1:00,25,medium,15,3,FALSE
T-2cb775,A-e351e1,10/4/2024,10/4/2024 2:00,2,low,101,4,FALSE
T-c83359,A-9208f0,7/17/2023,7/17/2023 20:00,20,low,25,3,FALSE
T-47a586,A-c43359,9/10/2023,9/10/2023 2:00,2,high,43,4,FALSE
T-948932,A-afa505,3/14/2023,3/15/2023 12:00,36,low,116,,FALSE
T-87bb00,A-c70870,8/18/2024,8/19/2024 0:00,24,medium,62,3,FALSE
T-fd629f,A-dcc3f1,8/23/2024,8/23/2024 17:00,17,high,52,,FALSE
T-04dbe2,A-22d9d2,7/16/2024,7/16/2024 14:00,14,urgent,25,,FALSE
T-b55b60,A-659280,8/25/2024,8/25/2024 22:00,22,low,50,5,FALSE
T-0721f7,A-a1b80b,7/25/2024,7/26/2024 12:00,36,low,15,5,FALSE
T-394a48,A-296d7c,5/14/2023,5/16/2023 19:00,67,low,170,,FALSE
T-9d7afa,A-86fc1d,3/16/2024,3/16/2024 19:00,19,urgent,30,,FALSE
T-207054,A-331424,3/30/2023,3/31/2023 5:00,29,medium,43,,FALSE
T-f8e692,A-ed510f,7/18/2023,7/19/2023 2:00,26,low,110,4,FALSE
T-80126f,A-94d3da,11/23/2024,11/23/2024 16:00,16,urgent,52,3,FALSE
T-bcd0eb,A-b3fe05,4/12/2023,4/13/2023 23:00,47,high,173,3,FALSE
T-53266e,A-337bc1,5/3/2024,5/5/2024 5:00,53,high,30,5,TRUE
T-2e22ae,A-69b156,2/11/2023,2/12/2023 4:00,28,high,8,,FALSE
T-c42d1d,A-fd9422,12/22/2024,12/24/2024 4:00,52,urgent,79,4,FALSE
T-3ec5db,A-8ed5dd,5/20/2023,5/22/2023 0:00,48,urgent,84,3,FALSE
T-55400f,A-84ebe4,12/20/2024,12/20/2024 5:00,5,medium,133,4,FALSE
T-32884f,A-18793f,8/9/2023,8/10/2023 20:00,44,high,5,5,FALSE
T-9b7861,A-c16101,8/29/2023,8/30/2023 13:00,37,high,23,5,FALSE
T-9efe75,A-55f257,7/12/2024,7/14/2024 17:00,65,low,13,5,FALSE
T-e4d183,A-44dc83,9/15/2024,9/16/2024 0:00,24,low,6,5,FALSE
T-96c05e,A-02fac6,9/16/2023,9/16/2023 10:00,10,medium,53,,FALSE
T-7e7eb8,A-d77f4c,6/30/2024,7/2/2024 6:00,54,low,68,3,FALSE
T-8b710d,A-b179bf,2/28/2023,2/28/2023 9:00,9,low,6,,FALSE
T-50ec38,A-de58ca,9/15/2024,9/16/2024 18:00,42,high,127,3,FALSE
T-ad5952,A-202b67,11/10/2023,11/10/2023 8:00,8,urgent,23,5,FALSE
T-7ebbcc,A-ba6516,6/18/2024,6/18/2024 15:00,15,urgent,71,,FALSE
T-4f7055,A-e61e98,4/16/2023,4/17/2023 17:00,41,urgent,117,3,FALSE
T-cc8d03,A-69fad4,7/19/2024,7/20/2024 22:00,46,medium,22,3,FALSE
T-c30d17,A-7988d1,9/7/2024,9/7/2024 9:00,9,low,104,5,FALSE
T-f443cd,A-dcc3f1,8/31/2024,9/1/2024 15:00,39,urgent,86,3,FALSE
T-ebb763,A-f44180,4/8/2024,4/10/2024 13:00,61,urgent,89,5,FALSE
T-34ad09,A-fabe19,3/1/2023,3/2/2023 23:00,47,urgent,37,,FALSE
T-5c2e35,A-034368,1/11/2023,1/12/2023 9:00,33,urgent,123,,FALSE
T-afa081,A-9123ac,11/22/2024,11/24/2024 15:00,63,medium,105,3,FALSE
T-367fe2,A-f17767,5/21/2023,5/22/2023 15:00,39,medium,125,3,FALSE
T-ef7c2f,A-94d3da,2/5/2023,2/6/2023 19:00,43,urgent,139,3,FALSE
T-9ff2ab,A-32fb14,5/27/2024,5/27/2024 17:00,17,urgent,10,,FALSE
T-b6fed7,A-798a3f,12/19/2023,12/20/2023 21:00,45,high,9,,FALSE
T-16818f,A-139c3b,12/15/2024,12/16/2024 18:00,42,medium,131,4,FALSE
T-a41057,A-22f2df,4/24/2023,4/25/2023 1:00,25,high,131,,FALSE
T-152c1d,A-779e4e,11/3/2024,11/4/2024 16:00,40,urgent,171,5,FALSE
T-f17009,A-309e54,9/24/2024,9/26/2024 4:00,52,medium,71,,FALSE
T-d6943a,A-76fa4d,7/9/2023,7/9/2023 14:00,14,low,86,5,FALSE
T-7a84fc,A-5a215a,9/13/2024,9/14/2024 0:00,24,low,4,5,FALSE
T-000c31,A-3ce5b8,4/5/2024,4/5/2024 21:00,21,urgent,65,,FALSE
T-f5f28c,A-9badbd,9/7/2024,9/8/2024 10:00,34,low,149,5,FALSE
T-1b7a8e,A-a7bd4b,11/11/2023,11/12/2023 4:00,28,urgent,169,,FALSE
T-964182,A-104f1a,4/8/2024,4/8/2024 11:00,11,medium,19,3,TRUE
T-fb59aa,A-e08cd3,4/29/2024,4/29/2024 14:00,14,high,96,,FALSE
T-49e572,A-59f724,9/19/2024,9/20/2024 2:00,26,medium,48,5,FALSE
T-173d0c,A-f1f639,5/29/2024,5/30/2024 17:00,41,high,19,5,FALSE
T-9cbdc5,A-c222ab,10/28/2024,10/28/2024 9:00,9,medium,18,,FALSE
T-534a33,A-5c9849,12/7/2023,12/9/2023 5:00,53,low,12,,TRUE
T-b87a5a,A-b7724f,7/24/2024,7/25/2024 19:00,43,low,175,,FALSE
T-76d301,A-e4144b,3/29/2024,3/31/2024 7:00,55,urgent,178,4,FALSE
T-7d5bb9,A-c58f49,9/18/2024,9/20/2024 4:00,52,urgent,31,,TRUE
T-ad72a6,A-342303,3/3/2024,3/3/2024 10:00,10,high,10,,FALSE
T-370b82,A-712426,11/24/2023,11/26/2023 1:00,49,low,87,5,FALSE
T-913bc6,A-600734,11/2/2023,11/3/2023 6:00,30,urgent,117,,FALSE
T-262c36,A-86902e,5/19/2023,5/21/2023 19:00,67,medium,165,,FALSE
T-b685e1,A-02cd81,3/12/2024,3/13/2024 13:00,37,medium,111,,FALSE
T-1a19ef,A-2d1036,9/19/2024,9/19/2024 20:00,20,medium,98,5,TRUE
T-85c450,A-439b2f,1/5/2023,1/5/2023 5:00,5,low,67,,FALSE
T-b0063c,A-8b0451,2/17/2024,2/17/2024 23:00,23,high,111,3,FALSE
T-a0d060,A-9208f0,1/4/2023,1/4/2023 12:00,12,low,18,,FALSE
T-93f669,A-443f6f,10/29/2024,10/30/2024 12:00,36,high,154,,FALSE
T-34deb3,A-53f4e3,5/16/2024,5/18/2024 2:00,50,high,150,,FALSE
T-57f1af,A-432483,9/20/2024,9/22/2024 3:00,51,urgent,128,,FALSE
T-ba59c1,A-bbc346,9/5/2024,9/7/2024 3:00,51,medium,156,5,FALSE
T-7917a1,A-8ed5dd,6/9/2024,6/10/2024 16:00,40,high,125,,FALSE
T-d532cc,A-4f18f0,8/4/2024,8/5/2024 10:00,34,low,34,4,FALSE
T-de7b56,A-6f8ad2,11/15/2024,11/17/2024 11:00,59,medium,3,5,FALSE
T-9890b1,A-96bbc6,3/24/2023,3/26/2023 16:00,64,high,58,4,FALSE
T-f4b555,A-cbd1a3,2/5/2024,2/6/2024 8:00,32,medium,3,,FALSE
T-d97c4e,A-e5d6ab,7/10/2023,7/12/2023 2:00,50,high,9,,FALSE
T-810e51,A-eb7c38,7/14/2024,7/14/2024 5:00,5,low,83,4,FALSE
T-a8d3cc,A-e98302,11/25/2024,11/26/2024 18:00,42,urgent,57,4,FALSE
T-1ce392,A-ad3abd,12/28/2023,12/29/2023 1:00,25,urgent,164,3,FALSE
T-8f5672,A-c37601,10/19/2023,10/21/2023 11:00,59,urgent,5,,FALSE
T-4fa65e,A-a09355,6/3/2024,6/3/2024 18:00,18,urgent,55,,FALSE
T-8d66fe,A-d40bf7,1/4/2023,1/5/2023 3:00,27,urgent,171,5,FALSE
T-788eff,A-029f69,4/18/2024,4/19/2024 11:00,35,urgent,131,3,FALSE
T-3b516f,A-1b7577,5/22/2023,5/22/2023 19:00,19,urgent,167,5,FALSE
T-30c6e3,A-eb2fdc,11/17/2023,11/18/2023 3:00,27,low,30,5,FALSE
T-052718,A-241e75,2/12/2023,2/12/2023 8:00,8,medium,69,4,FALSE
T-08c89b,A-309e54,4/27/2024,4/28/2024 12:00,36,urgent,82,3,FALSE
T-74e1b9,A-0dbdc6,9/6/2023,9/6/2023 21:00,21,low,138,,FALSE
T-20a128,A-7988d1,11/26/2024,11/27/2024 21:00,45,urgent,31,3,FALSE
T-d23a9b,A-ad296b,7/22/2023,7/23/2023 7:00,31,urgent,95,5,FALSE
T-c55d61,A-8ed5dd,3/21/2023,3/21/2023 6:00,6,high,8,4,FALSE
T-2626fb,A-67be94,5/4/2024,5/4/2024 14:00,14,high,168,,FALSE
T-8ed20f,A-54d94a,8/15/2023,8/15/2023 18:00,18,medium,78,,FALSE
T-01dc5a,A-fd9422,3/10/2024,3/12/2024 22:00,70,urgent,115,4,TRUE
T-279c10,A-1e6fc3,7/9/2023,7/10/2023 9:00,33,high,149,,FALSE
T-a48070,A-856b1e,2/10/2024,2/11/2024 14:00,38,low,111,,TRUE
T-aa897f,A-751c58,11/3/2024,11/4/2024 17:00,41,low,93,5,FALSE
T-48d493,A-8145a0,10/26/2024,10/27/2024 15:00,39,medium,122,4,FALSE
T-4d4a28,A-fd9422,7/14/2023,7/14/2023 23:00,23,medium,162,4,FALSE
T-141bed,A-50f3f7,12/16/2023,12/17/2023 6:00,30,low,2,,FALSE
T-ca5ab4,A-53f4e3,9/24/2024,9/25/2024 15:00,39,urgent,98,5,FALSE
T-74be0c,A-bcf664,11/16/2024,11/16/2024 2:00,2,high,4,4,FALSE
T-2968aa,A-016043,12/11/2024,12/13/2024 11:00,59,low,143,,FALSE
T-9fff22,A-b07346,3/8/2024,3/10/2024 4:00,52,medium,162,,FALSE
T-6503b3,A-9123ac,12/19/2023,12/21/2023 18:00,66,high,24,5,FALSE
T-2e478d,A-6965e1,6/19/2023,6/20/2023 18:00,42,medium,175,,FALSE
T-6d8847,A-3a5ad8,7/16/2023,7/18/2023 2:00,50,urgent,27,,FALSE
T-245f39,A-e3bd71,6/30/2023,6/30/2023 19:00,19,urgent,105,,FALSE
T-c3e2dd,A-202b67,6/26/2024,6/28/2024 21:00,69,medium,109,4,FALSE
T-a32345,A-503d5a,11/20/2024,11/20/2024 7:00,7,medium,54,,FALSE
T-42f9b6,A-bcf664,5/12/2023,5/12/2023 12:00,12,urgent,172,,FALSE
T-399cd5,A-5247b3,3/30/2023,3/30/2023 23:00,23,urgent,62,3,FALSE
T-5c4e0b,A-c608c8,9/23/2023,9/25/2023 12:00,60,medium,39,3,FALSE
T-611dd2,A-86902e,7/22/2023,7/23/2023 5:00,29,medium,166,3,FALSE
T-b48c61,A-2789e3,11/10/2024,11/12/2024 21:00,69,medium,74,4,FALSE
T-34025b,A-5c9849,7/15/2023,7/17/2023 22:00,70,urgent,104,,FALSE
T-a0a7fe,A-55f257,2/27/2023,2/28/2023 7:00,31,medium,160,,FALSE
T-8c66ed,A-7c83a1,9/20/2023,9/22/2023 17:00,65,low,38,4,FALSE
T-6e55e5,A-0f7d77,6/5/2023,6/6/2023 3:00,27,high,48,5,FALSE
T-526bb5,A-1986ca,8/10/2024,8/11/2024 17:00,41,high,135,,FALSE
